brand,Country,Date,ParsedDate,interest,Geo
DemoBrand,Germany,2024-05-12,2024-05-12,25.31,DE
DemoBrand,Germany,2024-05-13,2024-05-13,27.45,DE
DemoBrand,Germany,2024-05-14,2024-05-14,29.9,DE
DemoBrand,Germany,2024-05-15,2024-05-15,30.19,DE
DemoBrand,Germany,2024-05-16,2024-05-16,24.8,DE
DemoBrand,Germany,2024-05-17,2024-05-17,26.97,DE
DemoBrand,Germany,2024-05-18,2024-05-18,30.21,DE
DemoBrand,Germany,2024-05-19,2024-05-19,28.36,DE
DemoBrand,Germany,2024-05-20,2024-05-20,27.56,DE
DemoBrand,Germany,2024-05-21,2024-05-21,26.51,DE
DemoBrand,Germany,2024-05-22,2024-05-22,25.92,DE
DemoBrand,Germany,2024-05-23,2024-05-23,26.98,DE
DemoBrand,Germany,2024-05-24,2024-05-24,25.58,DE
DemoBrand,Germany,2024-05-25,2024-05-25,25.66,DE
DemoBrand,Germany,2024-05-26,2024-05-26,25.53,DE
DemoBrand,Germany,2024-05-27,2024-05-27,29.54,DE
DemoBrand,Germany,2024-05-28,2024-05-28,32.95,DE
DemoBrand,Germany,2024-05-29,2024-05-29,34.66,DE
DemoBrand,Germany,2024-05-30,2024-05-30,26.71,DE
DemoBrand,Germany,2024-05-31,2024-05-31,28.18,DE
DemoBrand,Germany,2024-06-01,2024-06-01,27.45,DE
DemoBrand,Germany,2024-06-02,2024-06-02,30.91,DE
DemoBrand,Germany,2024-06-03,2024-06-03,28.52,DE
DemoBrand,Germany,2024-06-04,2024-06-04,29.31,DE
DemoBrand,Germany,2024-06-05,2024-06-05,29.15,DE
DemoBrand,Germany,2024-06-06,2024-06-06,27.39,DE
DemoBrand,Germany,2024-06-07,2024-06-07,28.73,DE
DemoBrand,Germany,2024-06-08,2024-06-08,21.06,DE
DemoBrand,Germany,2024-06-09,2024-06-09,29.14,DE
DemoBrand,Germany,2024-06-10,2024-06-10,26.95,DE
DemoBrand,Germany,2024-06-11,2024-06-11,27.37,DE
DemoBrand,Germany,2024-06-12,2024-06-12,22.64,DE
DemoBrand,Germany,2024-06-13,2024-06-13,22.88,DE
DemoBrand,Germany,2024-06-14,2024-06-14,26.35,DE
DemoBrand,Germany,2024-06-15,2024-06-15,26.19,DE
DemoBrand,Germany,2024-06-16,2024-06-16,26.59,DE
DemoBrand,Germany,2024-06-17,2024-06-17,28.94,DE
DemoBrand,Germany,2024-06-18,2024-06-18,22.64,DE
DemoBrand,Germany,2024-06-19,2024-06-19,28.58,DE
DemoBrand,Germany,2024-06-20,2024-06-20,26.81,DE
DemoBrand,Germany,2024-06-21,2024-06-21,26.31,DE
DemoBrand,Germany,2024-06-22,2024-06-22,23.7,DE
DemoBrand,Germany,2024-06-23,2024-06-23,30.37,DE
DemoBrand,Germany,2024-06-24,2024-06-24,22.57,DE
DemoBrand,Germany,2024-06-25,2024-06-25,28.89,DE
DemoBrand,Germany,2024-06-26,2024-06-26,25.97,DE
DemoBrand,Germany,2024-06-27,2024-06-27,29.31,DE
DemoBrand,Germany,2024-06-28,2024-06-28,27.94,DE
DemoBrand,Germany,2024-06-29,2024-06-29,33.15,DE
DemoBrand,Germany,2024-06-30,2024-06-30,29.82,DE
DemoBrand,Germany,2024-07-01,2024-07-01,28.32,DE
DemoBrand,Germany,2024-07-02,2024-07-02,31.12,DE
DemoBrand,Germany,2024-07-03,2024-07-03,34.58,DE
DemoBrand,Germany,2024-07-04,2024-07-04,31.84,DE
DemoBrand,Germany,2024-07-05,2024-07-05,33.01,DE
DemoBrand,Germany,2024-07-06,2024-07-06,32.67,DE
DemoBrand,Germany,2024-07-07,2024-07-07,29.73,DE
DemoBrand,Germany,2024-07-08,2024-07-08,35.3,DE
DemoBrand,Germany,2024-07-09,2024-07-09,30.0,DE
DemoBrand,Germany,2024-07-10,2024-07-10,35.05,DE
DemoBrand,Germany,2024-07-11,2024-07-11,33.41,DE
DemoBrand,Germany,2024-07-12,2024-07-12,39.13,DE
DemoBrand,Germany,2024-07-13,2024-07-13,32.14,DE
DemoBrand,Germany,2024-07-14,2024-07-14,33.76,DE
DemoBrand,Germany,2024-07-15,2024-07-15,36.85,DE
DemoBrand,Germany,2024-07-16,2024-07-16,36.38,DE
DemoBrand,Germany,2024-07-17,2024-07-17,32.33,DE
DemoBrand,Germany,2024-07-18,2024-07-18,32.92,DE
DemoBrand,Germany,2024-07-19,2024-07-19,32.18,DE
DemoBrand,Germany,2024-07-20,2024-07-20,34.29,DE
DemoBrand,Germany,2024-07-21,2024-07-21,29.32,DE
DemoBrand,Germany,2024-07-22,2024-07-22,32.69,DE
DemoBrand,Germany,2024-07-23,2024-07-23,28.76,DE
DemoBrand,Germany,2024-07-24,2024-07-24,33.44,DE
DemoBrand,Germany,2024-07-25,2024-07-25,32.14,DE
DemoBrand,Germany,2024-07-26,2024-07-26,31.4,DE
DemoBrand,Germany,2024-07-27,2024-07-27,27.31,DE
DemoBrand,Germany,2024-07-28,2024-07-28,32.56,DE
DemoBrand,Germany,2024-07-29,2024-07-29,31.44,DE
DemoBrand,Germany,2024-07-30,2024-07-30,27.81,DE
DemoBrand,Germany,2024-07-31,2024-07-31,29.56,DE
DemoBrand,Germany,2024-08-01,2024-08-01,24.99,DE
DemoBrand,Germany,2024-08-02,2024-08-02,26.68,DE
DemoBrand,Germany,2024-08-03,2024-08-03,27.84,DE
DemoBrand,Germany,2024-08-04,2024-08-04,30.8,DE
DemoBrand,Germany,2024-08-05,2024-08-05,27.84,DE
DemoBrand,Germany,2024-08-06,2024-08-06,27.78,DE
DemoBrand,Germany,2024-08-07,2024-08-07,24.63,DE
DemoBrand,Germany,2024-08-08,2024-08-08,26.32,DE
DemoBrand,Germany,2024-08-09,2024-08-09,26.8,DE
DemoBrand,Germany,2024-08-10,2024-08-10,28.54,DE
DemoBrand,Germany,2024-08-11,2024-08-11,25.28,DE
DemoBrand,Germany,2024-08-12,2024-08-12,22.08,DE
DemoBrand,Germany,2024-08-13,2024-08-13,24.1,DE
DemoBrand,Germany,2024-08-14,2024-08-14,24.09,DE
DemoBrand,Germany,2024-08-15,2024-08-15,24.81,DE
DemoBrand,Germany,2024-08-16,2024-08-16,29.72,DE
DemoBrand,Germany,2024-08-17,2024-08-17,25.96,DE
DemoBrand,Germany,2024-08-18,2024-08-18,32.03,DE
DemoBrand,Germany,2024-08-19,2024-08-19,17.72,DE
DemoBrand,Germany,2024-08-20,2024-08-20,21.87,DE
DemoBrand,Germany,2024-08-21,2024-08-21,19.51,DE
DemoBrand,Germany,2024-08-22,2024-08-22,21.11,DE
DemoBrand,Germany,2024-08-23,2024-08-23,22.74,DE
DemoBrand,Germany,2024-08-24,2024-08-24,18.19,DE
DemoBrand,Germany,2024-08-25,2024-08-25,23.71,DE
DemoBrand,Germany,2024-08-26,2024-08-26,27.46,DE
DemoBrand,Germany,2024-08-27,2024-08-27,23.17,DE
DemoBrand,Germany,2024-08-28,2024-08-28,25.02,DE
DemoBrand,Germany,2024-08-29,2024-08-29,26.97,DE
DemoBrand,Germany,2024-08-30,2024-08-30,25.02,DE
DemoBrand,Germany,2024-08-31,2024-08-31,24.6,DE
DemoBrand,Germany,2024-09-01,2024-09-01,21.61,DE
DemoBrand,Germany,2024-09-02,2024-09-02,27.82,DE
DemoBrand,Germany,2024-09-03,2024-09-03,26.67,DE
DemoBrand,Germany,2024-09-04,2024-09-04,25.21,DE
DemoBrand,Germany,2024-09-05,2024-09-05,27.79,DE
DemoBrand,Germany,2024-09-06,2024-09-06,26.64,DE
DemoBrand,Germany,2024-09-07,2024-09-07,26.99,DE
DemoBrand,Germany,2024-09-08,2024-09-08,29.45,DE
DemoBrand,Germany,2024-09-09,2024-09-09,25.72,DE
DemoBrand,Germany,2024-09-10,2024-09-10,30.61,DE
DemoBrand,Germany,2024-09-11,2024-09-11,25.79,DE
DemoBrand,Germany,2024-09-12,2024-09-12,27.29,DE
DemoBrand,Germany,2024-09-13,2024-09-13,32.45,DE
DemoBrand,Germany,2024-09-14,2024-09-14,30.8,DE
DemoBrand,Germany,2024-09-15,2024-09-15,28.64,DE
DemoBrand,Germany,2024-09-16,2024-09-16,26.42,DE
DemoBrand,Germany,2024-09-17,2024-09-17,27.06,DE
DemoBrand,Germany,2024-09-18,2024-09-18,28.05,DE
DemoBrand,Germany,2024-09-19,2024-09-19,27.72,DE
DemoBrand,Germany,2024-09-20,2024-09-20,27.18,DE
DemoBrand,Germany,2024-09-21,2024-09-21,26.98,DE
DemoBrand,Germany,2024-09-22,2024-09-22,26.27,DE
DemoBrand,Germany,2024-09-23,2024-09-23,23.45,DE
DemoBrand,Germany,2024-09-24,2024-09-24,24.92,DE
DemoBrand,Germany,2024-09-25,2024-09-25,27.38,DE
DemoBrand,Germany,2024-09-26,2024-09-26,22.41,DE
DemoBrand,Germany,2024-09-27,2024-09-27,24.36,DE
DemoBrand,Germany,2024-09-28,2024-09-28,22.69,DE
DemoBrand,Germany,2024-09-29,2024-09-29,24.14,DE
DemoBrand,Germany,2024-09-30,2024-09-30,22.75,DE
DemoBrand,Germany,2024-10-01,2024-10-01,26.1,DE
DemoBrand,Germany,2024-10-02,2024-10-02,23.79,DE
DemoBrand,Germany,2024-10-03,2024-10-03,19.81,DE
DemoBrand,Germany,2024-10-04,2024-10-04,23.46,DE
DemoBrand,Germany,2024-10-05,2024-10-05,20.28,DE
DemoBrand,Germany,2024-10-06,2024-10-06,20.42,DE
DemoBrand,Germany,2024-10-07,2024-10-07,21.98,DE
DemoBrand,Germany,2024-10-08,2024-10-08,20.19,DE
DemoBrand,Germany,2024-10-09,2024-10-09,22.82,DE
DemoBrand,Germany,2024-10-10,2024-10-10,19.38,DE
DemoBrand,Germany,2024-10-11,2024-10-11,19.63,DE
DemoBrand,Germany,2024-10-12,2024-10-12,19.54,DE
DemoBrand,Germany,2024-10-13,2024-10-13,19.76,DE
DemoBrand,Germany,2024-10-14,2024-10-14,23.16,DE
DemoBrand,Germany,2024-10-15,2024-10-15,22.33,DE
DemoBrand,Germany,2024-10-16,2024-10-16,24.66,DE
DemoBrand,Germany,2024-10-17,2024-10-17,25.97,DE
DemoBrand,Germany,2024-10-18,2024-10-18,19.61,DE
DemoBrand,Germany,2024-10-19,2024-10-19,22.08,DE
DemoBrand,Germany,2024-10-20,2024-10-20,19.89,DE
DemoBrand,Germany,2024-10-21,2024-10-21,21.02,DE
DemoBrand,Germany,2024-10-22,2024-10-22,21.68,DE
DemoBrand,Germany,2024-10-23,2024-10-23,21.2,DE
DemoBrand,Germany,2024-10-24,2024-10-24,21.61,DE
DemoBrand,Germany,2024-10-25,2024-10-25,23.84,DE
DemoBrand,Germany,2024-10-26,2024-10-26,22.12,DE
DemoBrand,Germany,2024-10-27,2024-10-27,26.66,DE
DemoBrand,Germany,2024-10-28,2024-10-28,23.57,DE
DemoBrand,Germany,2024-10-29,2024-10-29,31.44,DE
DemoBrand,Germany,2024-10-30,2024-10-30,25.33,DE
DemoBrand,Germany,2024-10-31,2024-10-31,26.78,DE
DemoBrand,Germany,2024-11-01,2024-11-01,24.43,DE
DemoBrand,Germany,2024-11-02,2024-11-02,30.79,DE
DemoBrand,Germany,2024-11-03,2024-11-03,29.95,DE
DemoBrand,Germany,2024-11-04,2024-11-04,28.61,DE
DemoBrand,Germany,2024-11-05,2024-11-05,25.59,DE
DemoBrand,Germany,2024-11-06,2024-11-06,28.94,DE
DemoBrand,Germany,2024-11-07,2024-11-07,26.48,DE
DemoBrand,Germany,2024-11-08,2024-11-08,31.8,DE
DemoBrand,Germany,2024-11-09,2024-11-09,30.61,DE
DemoBrand,Germany,2024-11-10,2024-11-10,29.26,DE
DemoBrand,Germany,2024-11-11,2024-11-11,24.22,DE
DemoBrand,Germany,2024-11-12,2024-11-12,27.12,DE
DemoBrand,Germany,2024-11-13,2024-11-13,30.4,DE
DemoBrand,Germany,2024-11-14,2024-11-14,31.35,DE
DemoBrand,Germany,2024-11-15,2024-11-15,31.0,DE
DemoBrand,Germany,2024-11-16,2024-11-16,25.42,DE
DemoBrand,Germany,2024-11-17,2024-11-17,28.98,DE
DemoBrand,Germany,2024-11-18,2024-11-18,30.16,DE
DemoBrand,Germany,2024-11-19,2024-11-19,24.52,DE
DemoBrand,Germany,2024-11-20,2024-11-20,27.5,DE
DemoBrand,Germany,2024-11-21,2024-11-21,27.72,DE
DemoBrand,Germany,2024-11-22,2024-11-22,26.21,DE
DemoBrand,Germany,2024-11-23,2024-11-23,22.72,DE
DemoBrand,Germany,2024-11-24,2024-11-24,25.38,DE
DemoBrand,Germany,2024-11-25,2024-11-25,24.97,DE
DemoBrand,Germany,2024-11-26,2024-11-26,24.92,DE
DemoBrand,Germany,2024-11-27,2024-11-27,23.68,DE
DemoBrand,Germany,2024-11-28,2024-11-28,23.51,DE
DemoBrand,Germany,2024-11-29,2024-11-29,23.92,DE
DemoBrand,Germany,2024-11-30,2024-11-30,24.51,DE
DemoBrand,Germany,2024-12-01,2024-12-01,22.65,DE
DemoBrand,Germany,2024-12-02,2024-12-02,22.09,DE
DemoBrand,Germany,2024-12-03,2024-12-03,22.78,DE
DemoBrand,Germany,2024-12-04,2024-12-04,18.47,DE
DemoBrand,Germany,2024-12-05,2024-12-05,23.01,DE
DemoBrand,Germany,2024-12-06,2024-12-06,21.83,DE
DemoBrand,Germany,2024-12-07,2024-12-07,21.73,DE
DemoBrand,Germany,2024-12-08,2024-12-08,23.43,DE
DemoBrand,Germany,2024-12-09,2024-12-09,17.5,DE
DemoBrand,Germany,2024-12-10,2024-12-10,17.4,DE
DemoBrand,Germany,2024-12-11,2024-12-11,21.88,DE
DemoBrand,Germany,2024-12-12,2024-12-12,21.35,DE
DemoBrand,Germany,2024-12-13,2024-12-13,21.78,DE
DemoBrand,Germany,2024-12-14,2024-12-14,20.63,DE
DemoBrand,Germany,2024-12-15,2024-12-15,23.04,DE
DemoBrand,Germany,2024-12-16,2024-12-16,23.78,DE
DemoBrand,Germany,2024-12-17,2024-12-17,23.12,DE
DemoBrand,Germany,2024-12-18,2024-12-18,21.9,DE
DemoBrand,Germany,2024-12-19,2024-12-19,18.51,DE
DemoBrand,Germany,2024-12-20,2024-12-20,24.59,DE
DemoBrand,Germany,2024-12-21,2024-12-21,25.86,DE
DemoBrand,Germany,2024-12-22,2024-12-22,25.09,DE
DemoBrand,Germany,2024-12-23,2024-12-23,22.44,DE
DemoBrand,Germany,2024-12-24,2024-12-24,25.96,DE
DemoBrand,Germany,2024-12-25,2024-12-25,26.75,DE
DemoBrand,Germany,2024-12-26,2024-12-26,28.57,DE
DemoBrand,Germany,2024-12-27,2024-12-27,24.13,DE
DemoBrand,Germany,2024-12-28,2024-12-28,25.85,DE
DemoBrand,Germany,2024-12-29,2024-12-29,28.21,DE
DemoBrand,France,2024-01-01,2024-01-01,19.74,FR
DemoBrand,France,2024-01-02,2024-01-02,20.89,FR
DemoBrand,France,2024-01-03,2024-01-03,21.83,FR
DemoBrand,France,2024-01-04,2024-01-04,23.27,FR
DemoBrand,France,2024-01-05,2024-01-05,24.61,FR
DemoBrand,France,2024-01-06,2024-01-06,22.23,FR
DemoBrand,France,2024-01-07,2024-01-07,22.26,FR
DemoBrand,France,2024-01-08,2024-01-08,24.37,FR
DemoBrand,France,2024-01-09,2024-01-09,25.01,FR
DemoBrand,France,2024-01-10,2024-01-10,23.18,FR
DemoBrand,France,2024-01-11,2024-01-11,25.86,FR
DemoBrand,France,2024-01-12,2024-01-12,26.43,FR
DemoBrand,France,2024-01-13,2024-01-13,27.2,FR
DemoBrand,France,2024-01-14,2024-01-14,28.28,FR
DemoBrand,France,2024-01-15,2024-01-15,23.06,FR
DemoBrand,France,2024-01-16,2024-01-16,24.84,FR
DemoBrand,France,2024-01-17,2024-01-17,24.81,FR
DemoBrand,France,2024-01-18,2024-01-18,24.53,FR
DemoBrand,France,2024-01-19,2024-01-19,23.32,FR
DemoBrand,France,2024-01-20,2024-01-20,21.49,FR
DemoBrand,France,2024-01-21,2024-01-21,24.46,FR
DemoBrand,France,2024-01-22,2024-01-22,22.51,FR
DemoBrand,France,2024-01-23,2024-01-23,23.95,FR
DemoBrand,France,2024-01-24,2024-01-24,21.9,FR
DemoBrand,France,2024-01-25,2024-01-25,20.96,FR
DemoBrand,France,2024-01-26,2024-01-26,23.27,FR
DemoBrand,France,2024-01-27,2024-01-27,22.73,FR
DemoBrand,France,2024-01-28,2024-01-28,23.2,FR
DemoBrand,France,2024-01-29,2024-01-29,26.01,FR
DemoBrand,France,2024-01-30,2024-01-30,21.78,FR
DemoBrand,France,2024-01-31,2024-01-31,21.77,FR
DemoBrand,France,2024-02-01,2024-02-01,18.23,FR
DemoBrand,France,2024-02-02,2024-02-02,17.4,FR
DemoBrand,France,2024-02-03,2024-02-03,22.73,FR
DemoBrand,France,2024-02-04,2024-02-04,17.33,FR
DemoBrand,France,2024-02-05,2024-02-05,16.71,FR
DemoBrand,France,2024-02-06,2024-02-06,18.37,FR
DemoBrand,France,2024-02-07,2024-02-07,17.94,FR
DemoBrand,France,2024-02-08,2024-02-08,16.02,FR
DemoBrand,France,2024-02-09,2024-02-09,16.95,FR
DemoBrand,France,2024-02-10,2024-02-10,19.79,FR
DemoBrand,France,2024-02-11,2024-02-11,15.53,FR
DemoBrand,France,2024-02-12,2024-02-12,14.2,FR
DemoBrand,France,2024-02-13,2024-02-13,18.77,FR
DemoBrand,France,2024-02-14,2024-02-14,17.8,FR
DemoBrand,France,2024-02-15,2024-02-15,15.55,FR
DemoBrand,France,2024-02-16,2024-02-16,13.65,FR
DemoBrand,France,2024-02-17,2024-02-17,15.39,FR
DemoBrand,France,2024-02-18,2024-02-18,16.88,FR
DemoBrand,France,2024-02-19,2024-02-19,19.47,FR
DemoBrand,France,2024-02-20,2024-02-20,15.25,FR
DemoBrand,France,2024-02-21,2024-02-21,17.38,FR
DemoBrand,France,2024-02-22,2024-02-22,19.17,FR
DemoBrand,France,2024-02-23,2024-02-23,13.35,FR
DemoBrand,France,2024-02-24,2024-02-24,20.5,FR
DemoBrand,France,2024-02-25,2024-02-25,16.42,FR
DemoBrand,France,2024-02-26,2024-02-26,19.82,FR
DemoBrand,France,2024-02-27,2024-02-27,20.04,FR
DemoBrand,France,2024-02-28,2024-02-28,22.12,FR
DemoBrand,France,2024-02-29,2024-02-29,21.47,FR
DemoBrand,France,2024-03-01,2024-03-01,16.03,FR
DemoBrand,France,2024-03-02,2024-03-02,19.63,FR
DemoBrand,France,2024-03-03,2024-03-03,21.89,FR
DemoBrand,France,2024-03-04,2024-03-04,21.63,FR
DemoBrand,France,2024-03-05,2024-03-05,23.36,FR
DemoBrand,France,2024-03-06,2024-03-06,24.36,FR
DemoBrand,France,2024-03-07,2024-03-07,24.35,FR
DemoBrand,France,2024-03-08,2024-03-08,23.03,FR
DemoBrand,France,2024-03-09,2024-03-09,20.06,FR
DemoBrand,France,2024-03-10,2024-03-10,23.1,FR
DemoBrand,France,2024-03-11,2024-03-11,25.07,FR
DemoBrand,France,2024-03-12,2024-03-12,22.25,FR
DemoBrand,France,2024-03-13,2024-03-13,25.84,FR
DemoBrand,France,2024-03-14,2024-03-14,26.5,FR
DemoBrand,France,2024-03-15,2024-03-15,25.01,FR
DemoBrand,France,2024-03-16,2024-03-16,18.65,FR
DemoBrand,France,2024-03-17,2024-03-17,22.19,FR
DemoBrand,France,2024-03-18,2024-03-18,28.46,FR
DemoBrand,France,2024-03-19,2024-03-19,23.48,FR
DemoBrand,France,2024-03-20,2024-03-20,20.46,FR
DemoBrand,France,2024-03-21,2024-03-21,26.7,FR
DemoBrand,France,2024-03-22,2024-03-22,24.03,FR
DemoBrand,France,2024-03-23,2024-03-23,25.95,FR
DemoBrand,France,2024-03-24,2024-03-24,24.0,FR
DemoBrand,France,2024-03-25,2024-03-25,24.04,FR
DemoBrand,France,2024-03-26,2024-03-26,23.49,FR
DemoBrand,France,2024-03-27,2024-03-27,23.79,FR
DemoBrand,France,2024-03-28,2024-03-28,26.56,FR
DemoBrand,France,2024-03-29,2024-03-29,23.54,FR
DemoBrand,France,2024-03-30,2024-03-30,18.02,FR
DemoBrand,France,2024-03-31,2024-03-31,21.66,FR
DemoBrand,France,2024-04-01,2024-04-01,22.63,FR
DemoBrand,France,2024-04-02,2024-04-02,22.34,FR
DemoBrand,France,2024-04-03,2024-04-03,18.67,FR
DemoBrand,France,2024-04-04,2024-04-04,21.46,FR
DemoBrand,France,2024-04-05,2024-04-05,20.62,FR
DemoBrand,France,2024-04-06,2024-04-06,23.55,FR
DemoBrand,France,2024-04-07,2024-04-07,16.58,FR
DemoBrand,France,2024-04-08,2024-04-08,16.77,FR
DemoBrand,France,2024-04-09,2024-04-09,16.91,FR
DemoBrand,France,2024-04-10,2024-04-10,16.31,FR
DemoBrand,France,2024-04-11,2024-04-11,15.32,FR
DemoBrand,France,2024-04-12,2024-04-12,11.43,FR
DemoBrand,France,2024-04-13,2024-04-13,15.97,FR
DemoBrand,France,2024-04-14,2024-04-14,17.52,FR
DemoBrand,France,2024-04-15,2024-04-15,15.77,FR
DemoBrand,France,2024-04-16,2024-04-16,20.65,FR
DemoBrand,France,2024-04-17,2024-04-17,16.87,FR
DemoBrand,France,2024-04-18,2024-04-18,19.53,FR
DemoBrand,France,2024-04-19,2024-04-19,17.62,FR
DemoBrand,France,2024-04-20,2024-04-20,18.94,FR
DemoBrand,France,2024-04-21,2024-04-21,18.07,FR
DemoBrand,France,2024-04-22,2024-04-22,20.51,FR
DemoBrand,France,2024-04-23,2024-04-23,18.18,FR
DemoBrand,France,2024-04-24,2024-04-24,19.39,FR
DemoBrand,France,2024-04-25,2024-04-25,19.48,FR
DemoBrand,France,2024-04-26,2024-04-26,18.54,FR
DemoBrand,France,2024-04-27,2024-04-27,20.32,FR
DemoBrand,France,2024-04-28,2024-04-28,24.38,FR
DemoBrand,France,2024-04-29,2024-04-29,19.79,FR
DemoBrand,France,2024-04-30,2024-04-30,21.58,FR
DemoBrand,France,2024-05-01,2024-05-01,23.68,FR
DemoBrand,France,2024-05-02,2024-05-02,23.85,FR
DemoBrand,France,2024-05-03,2024-05-03,22.0,FR
DemoBrand,France,2024-05-04,2024-05-04,17.6,FR
DemoBrand,France,2024-05-05,2024-05-05,23.77,FR
DemoBrand,France,2024-05-06,2024-05-06,18.65,FR
DemoBrand,France,2024-05-07,2024-05-07,26.36,FR
DemoBrand,France,2024-05-08,2024-05-08,24.05,FR
DemoBrand,France,2024-05-09,2024-05-09,25.97,FR
DemoBrand,France,2024-05-10,2024-05-10,22.4,FR
DemoBrand,France,2024-05-11,2024-05-11,21.29,FR
DemoBrand,France,2024-05-12,2024-05-12,25.06,FR
DemoBrand,France,2024-05-13,2024-05-13,24.58,FR
DemoBrand,France,2024-05-14,2024-05-14,23.73,FR
DemoBrand,France,2024-05-15,2024-05-15,24.9,FR
DemoBrand,France,2024-05-16,2024-05-16,30.25,FR
DemoBrand,France,2024-05-17,2024-05-17,26.31,FR
DemoBrand,France,2024-05-18,2024-05-18,26.64,FR
DemoBrand,France,2024-05-19,2024-05-19,26.07,FR
DemoBrand,France,2024-05-20,2024-05-20,27.15,FR
DemoBrand,France,2024-05-21,2024-05-21,23.59,FR
DemoBrand,France,2024-05-22,2024-05-22,19.59,FR
DemoBrand,France,2024-05-23,2024-05-23,23.03,FR
DemoBrand,France,2024-05-24,2024-05-24,24.7,FR
DemoBrand,France,2024-05-25,2024-05-25,20.79,FR
DemoBrand,France,2024-05-26,2024-05-26,22.0,FR
DemoBrand,France,2024-05-27,2024-05-27,20.58,FR
DemoBrand,France,2024-05-28,2024-05-28,24.56,FR
DemoBrand,France,2024-05-29,2024-05-29,22.64,FR
DemoBrand,France,2024-05-30,2024-05-30,22.03,FR
DemoBrand,France,2024-05-31,2024-05-31,21.55,FR
DemoBrand,France,2024-06-01,2024-06-01,19.82,FR
DemoBrand,France,2024-06-02,2024-06-02,19.88,FR
DemoBrand,France,2024-06-03,2024-06-03,16.72,FR
DemoBrand,France,2024-06-04,2024-06-04,14.35,FR
DemoBrand,France,2024-06-05,2024-06-05,18.67,FR
DemoBrand,France,2024-06-06,2024-06-06,18.69,FR
DemoBrand,France,2024-06-07,2024-06-07,20.17,FR
DemoBrand,France,2024-06-08,2024-06-08,20.63,FR
DemoBrand,France,2024-06-09,2024-06-09,20.39,FR
DemoBrand,France,2024-06-10,2024-06-10,15.07,FR
DemoBrand,France,2024-06-11,2024-06-11,16.21,FR
DemoBrand,France,2024-06-12,2024-06-12,17.76,FR
DemoBrand,France,2024-06-13,2024-06-13,21.8,FR
DemoBrand,France,2024-06-14,2024-06-14,19.67,FR
DemoBrand,France,2024-06-15,2024-06-15,18.97,FR
DemoBrand,France,2024-06-16,2024-06-16,16.03,FR
DemoBrand,France,2024-06-17,2024-06-17,15.14,FR
DemoBrand,France,2024-06-18,2024-06-18,18.64,FR
DemoBrand,France,2024-06-19,2024-06-19,15.05,FR
DemoBrand,France,2024-06-20,2024-06-20,17.0,FR
DemoBrand,France,2024-06-21,2024-06-21,17.51,FR
DemoBrand,France,2024-06-22,2024-06-22,21.22,FR
DemoBrand,France,2024-06-23,2024-06-23,17.65,FR
DemoBrand,France,2024-06-24,2024-06-24,13.83,FR
DemoBrand,France,2024-06-25,2024-06-25,20.09,FR
DemoBrand,France,2024-06-26,2024-06-26,18.07,FR
DemoBrand,France,2024-06-27,2024-06-27,19.96,FR
DemoBrand,France,2024-06-28,2024-06-28,20.11,FR
DemoBrand,France,2024-06-29,2024-06-29,20.16,FR
DemoBrand,France,2024-06-30,2024-06-30,22.7,FR
DemoBrand,France,2024-07-01,2024-07-01,18.47,FR
DemoBrand,France,2024-07-02,2024-07-02,20.9,FR
DemoBrand,France,2024-07-03,2024-07-03,23.7,FR
DemoBrand,France,2024-07-04,2024-07-04,21.47,FR
DemoBrand,France,2024-07-05,2024-07-05,19.83,FR
DemoBrand,France,2024-07-06,2024-07-06,24.71,FR
DemoBrand,France,2024-07-07,2024-07-07,25.92,FR
DemoBrand,France,2024-07-08,2024-07-08,23.85,FR
DemoBrand,France,2024-07-09,2024-07-09,20.24,FR
DemoBrand,France,2024-07-10,2024-07-10,25.76,FR
DemoBrand,France,2024-07-11,2024-07-11,21.18,FR
DemoBrand,France,2024-07-12,2024-07-12,25.23,FR
DemoBrand,France,2024-07-13,2024-07-13,22.9,FR
DemoBrand,France,2024-07-14,2024-07-14,22.38,FR
DemoBrand,France,2024-07-15,2024-07-15,23.79,FR
DemoBrand,France,2024-07-16,2024-07-16,24.24,FR
DemoBrand,France,2024-07-17,2024-07-17,23.21,FR
DemoBrand,France,2024-07-18,2024-07-18,25.52,FR
DemoBrand,France,2024-07-19,2024-07-19,23.26,FR
DemoBrand,France,2024-07-20,2024-07-20,25.89,FR
DemoBrand,France,2024-07-21,2024-07-21,24.23,FR
DemoBrand,France,2024-07-22,2024-07-22,21.97,FR
DemoBrand,France,2024-07-23,2024-07-23,21.31,FR
DemoBrand,France,2024-07-24,2024-07-24,19.39,FR
DemoBrand,France,2024-07-25,2024-07-25,22.9,FR
DemoBrand,France,2024-07-26,2024-07-26,21.21,FR
DemoBrand,France,2024-07-27,2024-07-27,16.77,FR
DemoBrand,France,2024-07-28,2024-07-28,20.03,FR
DemoBrand,France,2024-07-29,2024-07-29,18.88,FR
DemoBrand,France,2024-07-30,2024-07-30,23.42,FR
DemoBrand,France,2024-07-31,2024-07-31,16.45,FR
DemoBrand,France,2024-08-01,2024-08-01,16.56,FR
DemoBrand,France,2024-08-02,2024-08-02,21.28,FR
DemoBrand,France,2024-08-03,2024-08-03,21.4,FR
DemoBrand,France,2024-08-04,2024-08-04,16.84,FR
DemoBrand,France,2024-08-05,2024-08-05,16.74,FR
